Rating,Review Text,Review Date
5 stars,I have been using getgo for about a year now. It is very Convenient to find the nearest car. Chatbox  response is always quick and efficient. Booking is easy. Cars are well maintained. So far no issues. I am a happy user of getgo.,a month ago
5 stars,Great experience so far as compared to other carsharing platforms. Expansive fleet and from my experience are mostly in pretty decent condition. Just one time had warm AC (Sienta,2 months ago
4 stars,App is easy and great to use but only thing it keep crashing everytime i want to unlock/lock the car during my trip. Please improve on the smoothness of the app.,2 months ago
4 stars,Getgo has a widespread of cars in many locations. The app is also easy to use,a month ago
5 stars,Been using Getgo for 2 years now and with minimum fuss. Live chat has been very helpful at times of need. Car is good and only faced minor issues. Other than that,2 months ago
5 stars,Convenient,a month ago
5 stars,Getgo is a lovely alternative to cab rides. There is one right in my HDB carpark,a month ago
5 stars,Been using GetGo for more than a year. It is convenient and easy to use the GetGo App. Many GetGo cars throughout Singapore. GetGo should consider a hotline for people to call in if the data network is down / poor. Sometimes for some …,a month ago
4 stars,My experience with GetGo has been great. Booking system is good and reliable.Always have promotions But i think condition of cars can be better as this depends on Users. Overall is Great.,2 months ago
5 stars,Been using this car sharing app for 2 years and so far so good! Constant improvements and a reliable team. Albeit the interior of some cars are not up to standard but overall one of the better car sharing platforms in Singapore!,2 months ago
5 stars,While many might have reservations or thoughts about car sharing,2 months ago
5 stars,I absolutely love the seamless driving experience with Getgo. The convenience is top-notch,2 months ago
2 stars,I have just finished driving SLQ7286P.  I think this car need to go workshop.....  Strange sounds came from car bottom,2 weeks ago
5 stars,A great experience with GetGo rental online and receiving confirmation and step by step instructions before drive away and return the vehicle. The mobile app is particularly helpful. A great rental experience all around,2 months ago
5 stars,Have been a regular user of getgo for the past few years.. Appreciate the fast replies whenever there's issue on the road with the app etc. Also Rlreally enjoys the convenience of being able to book any car on the go. Will definitely recommend to anyone to use it.,a month ago
5 stars,Have been a GetGo user since they started. There have been some hiccups along the way but the team has been working tirelessly to be a successful platform. …,a month ago
5 stars,Getgo has been my first and all times when I need a car no matter where the area will be. They have been very thoughtful and understanding my position and needs. Thank to Getgo also for selecting me for their Pilot Project since I'd my driving licence!! Appreciate it so much!!,a month ago
4 stars,So far no major issue using their service. Just note if you book their EV it's a hit or miss. Encountered a few times car couldn't start or left 1% batt. Otherwise normal petrol car is good 👍🏼 …,a month ago
4 stars,I have been having a great time with GetGo. I could rent a car as my area have a lot of cars available,2 months ago
4 stars,Hi just to do a feedback on something that I encountered. The radio in the car either not working or the reception is very bad. The other thing is the Aircon in the car sometimes the aircon duct spoils and the rear seat cannot feel the …,2 months ago
5 stars,Getgo has been a smooth car sharing platform for myself. Easy to book,2 months ago
5 stars,Nearby cars cater to my needs. I can choose bigger car boots if i have many things to transport,2 months ago
5 stars,Love it when I need to rent like last minute,a month ago
5 stars,GetGo has conveniently located cars  that are affordable and very drivable. Its also reasonably priced. I love the ability to drive different cars each time without the pressure of owning a car. Thanks GetGo!,2 months ago
5 stars,I have been using GetGo for the past 1 year on work purposes and the vehicle has never disappoint me throughout all my ride. I have experience various vehicle rental company and GetGo is definitely the number 1 in my list.,2 months ago
5 stars,Been using the service for years. Really convenient as there are multiple vehicles around my area for different needs; smaller vehicles to take my cats to the vet,2 months ago
5 stars,Been using GetGo for some time and a happy customer so far. They have more cars available in the neighbourhoods now and the experience of booking on the app is great.,a month ago
4 stars,As a frequent user of car-sharing services,2 months ago
4 stars,Overall cars are good and generally well maintained. Could use more frequent cleaning and checks,a week ago
3 stars,I resented about 4 times. The first time was amazing the car was new and drive was so good. 2nd & 3rd was very bad the car was not in a good condition was scary to drive. And the 4th the car was used but in good condition. So overall the …,a month ago
5 stars,Has been the go-to car renting option! Hassle-free & the best part is their customer services are super responsive!,a month ago
4 stars,Prompt customer service assistance. Vehicle is relatively clean and maintained. However,a month ago
4 stars,Many convenient locations and good easy to use booking app. Only drawback is that some of the users are downright inconsiderate,2 months ago
3 stars,cars are mostly poorly maintained.  outside they look serviceable but interior is dirty most of the time. if you want to book atleast try to book their newer cars,2 months ago
5 stars,Love it when i have clean cars. Easy accessible at my in laws place. But not very accessible now at my new place. Hopefully more new cars and more accessible cars available. Also there is birthday promo code and plenty other promo codes!,a month ago
5 stars,Best car sharing service in Singapore. I,2 months ago
3 stars,"Convenient locations for car pick ups/ returns. Relatively clean and easy to use vehicles.
Only thing is that the system should have a refund system for unused booked time( similar to carpark app).",2 months ago
5 stars,Regular user of getgo and the customer service never fail to impress me . First few times when I totally forgot to extend my time,a month ago
5 stars,The GetGo app is an absolute game-changer! With its user-friendly interface,a month ago
3 stars,Overall a more affordable way to move around. However due to some incidents drivers/users,a month ago
5 stars,The best carsharing in SG so far. It can be better by having frequent service and repairs. But it is also the responsibility and consideration of the users towards others. For my experience,2 months ago
4 stars,Having used GetGo for quite sometime now,2 months ago
4 stars,love the flexible of able to book the car within 15 mins! Save me on many raining occasions. Dont expect the car to be tip top or super clean like a brand new car,2 months ago
1 star,I was a frequent Getgo user,a month ago
5 stars,GetGo is the best car sharing platform in Singapore. Although the price is on the high side,a month ago
1 star,Exterior & interior of the car not even maintained. Used cup,2 months ago
1 star,GetGo is completely unreliable,a year ago
5 stars,My GetGo experience has been pleasant thus far. With the wide variety of cars available,2 months ago
5 stars,Every booking made was never a hassle. Easy to unlock the vehicle. Also,2 months ago
5 stars,"Love driving the Hyundai Konas! The EVs near my block in Punggol are quite new (90,000 mileage) and they always had enough battery (more then 50%) for my bookings. …",2 months ago
5 stars,It is very convenient to drive a car through getgo car sharing app. Made many bookings and most of the time the cars are clean and easy accessible from my living place. Highly recommend to use this app.,2 months ago
5 stars,GetGo has made my trips to appointments and running errands a breeze with the great choices of cars around my neighbourhood. The only downfall is the lack of 7 seater cars available nearby as some 7 seater cars nearby have been changed to 5 …,2 months ago
4 stars,Overall a great carsharing platform,2 months ago
5 stars,I have been an avid user of getgo for many years. I have introduced lots of frens to this car rental app and have been receiving good n satisfying result. …,a month ago
5 stars,Really convenient and affordable and I've used it for the whole year on a weekly basis to fetch my sis from school. Quick response from the support team too,a month ago
5 stars,Love the options available of cars around my estate! Also the start and the end of most booking process are very smooth,a month ago
4 stars,"Been using GetGo since it was first launched. The only thing I don't like is the ""hassles"" when trying to get in touch with their customer service which at times can take time - and the wasted time won't be compensated. I also notice that …",2 months ago
1 star,1. Generally the car conditions are poor. Horrible hygiene standard and the car are poorly maintained. …,2 months ago
4 stars,Great platform for no car owners. Especially during days that you have to move around different places. All you need is to plan your trip accordingly. …,2 months ago
4 stars,Very responsive live chat and the only car sharing that allows p-plate driver. If want them to take action on anything,3 weeks ago
4 stars,Great customer service! I would hv given 5 stars but for the app instability re connecting to the car,a month ago
5 stars,Convenient and flexible car sharing services - anytime and anywhere near you. Seamless UX/UI experience - clear and easy to navigate around the app. Prompt Live chat when require assistance - pre/current/post rental. Adequate insurance and promo code coverage,a month ago
5 stars,Go-to car rental as it is very convenient located and only pay for the hours used & mileage. I like the variety of cars that’s available for different occasions,2 months ago
5 stars,Have always used GetGo because of its convenience and readily available at multiple locations near me. Cars are kept in good conditions and customer service respond has been prompt and friendly. Definitely recommend to use,2 months ago
3 stars,The rental process is simple although I find the photo-taking process before every rental commencement somewhat of a chore. The nearest car at my location is often dirty,2 months ago
5 stars,Its a go to when i need a ride to anywhere with my family and friends. No headache of having to pay monthly rental and parking. Also its great that i get to try different car model. Overall very happy with getgo.,a month ago
5 stars,Cars are easy to book  as there are many to choose from within my estate area. But one suggestion,2 months ago
5 stars,Like the fuel policy of GetGo Car-sharing because it calculates how many kilometres you have gone and charges you accordingly.  You are also given a discount off your next ride when you fuel up for them from quarter tank.  It means you …,2 months ago
3 stars,The cars are available at the carpark nearest to my block. Very convenient. It has been increased to 3 so it is easier to book a car. The interior condition of car is average,a month ago
4 stars,Thank you GetGo Carsharing as they have provided me the convenience of getting a vehicle most of the time. However,2 months ago
5 stars,Best service and facility provider that allows more people access to driving in Singapore for so many different needs. Getgo (after getting used to) has provided alternative means and convenience for me to commute,2 months ago
4 stars,Been using GetGo regularly for a few months now. Have to say the app is easy to use and the cars I had booked are in good condition. Looking forward to have more models available in my area of upp bt timah.,2 months ago
4 stars,Very convenient location of GetGo for me,a month ago
5 stars,Great way to get around with a community-shared car with family,a month ago
5 stars,By far the one that is closest to the first genuinely positive experience you will get from a car rental company. …,2 months ago
1 star,Scammers! Took a huge sum for a minor accident and did not even bother repairing the car fully,a month ago
5 stars,"Easy to use and very convenient.
If the return car grace period can be 30min",a month ago
4 stars,I like the convenience of the bookings. But the app can be improved. There’s always problem for me connecting to the car. I had to restart the app most of the times to fix the connectivity issue.,2 months ago
4 stars,GetGo Car Sharing is convenient whenever you need a transport at an adhoc basis. They have a large fleet of various car models within the short distances of the vicinity and that gives users more options when you urgently need a car.,a month ago
4 stars,So far so good,2 months ago
5 stars,Easily accesible in most carparks nearby my place. Most of the cars are well-maintained. Live chats are easy to navigate too. Always very helpful. …,a month ago
5 stars,I had a bad experience driving this car plate number SLF3044E at Hougang blk 606. The car inside was so dirty and alot of rubbish. It took me almost 15 mins to clean up. I felt so disgusted seeing that the previous driver misused the car …,2 months ago
5 stars,Have been using Getgo since they have started in Singapore,2 months ago
4 stars,Different location different car driving experience. Can be good and can be bad... so far out of 10 bookings I only met 2 unpleasant drive.. but convenient wise is real good. Will continue my booking with GetGo. 👍 …,2 months ago
4 stars,Generally the cars are kept relatively clean. At times,2 months ago
4 stars,So far it has been except for the charges to fuel. I think it is a bit on the high side. I am from Marine sector and does feel so. I am also would like to highlight the car on the photo i attached need to change the radio and wiper. Thank u.,2 months ago
5 stars,Owning a car is passé. With GetGo,2 months ago
5 stars,This is a wonderful Car Sharing Service. I am really enjoying driving all varieties of cars in Singapore. The usage of app is so simple and flexible. The Customer service reposne is so fast. I really appreciate the GtGO for such a huge …,2 months ago
5 stars,Very good and ideal carsharing solution for me and my family! Love the ease of use of the App as well as the reasonable pricing for renting the cars for my family's needs. Thank you for providing this service!,2 months ago
5 stars,From my experiences,a month ago
5 stars,GetGo is an easy to use app and it is convenient when there are cars and promo codes available for us. Obviously,2 months ago
3 stars,The more convinient carsharing app among the rest as they have the most convenient pickup location. Downside is the return needs to be back at its original location. Car condition can be a hit and miss based on maintenance frequencies.,a month ago
5 stars,I do enjoy this platform whereby it brings me lots of convenient for daily commitments. Thank you GetGo Carsharing 😊 …,a month ago
5 stars,Its great expereince with Getgo till now. Support is also very responsive 24/7. Never had issues with getgo so far. Would feel best car sharing service in SG considering the high cost of COE to have own car. Thank you Getgo!,a month ago
4 stars,Great driving experience from the GetGo service,2 months ago
3 stars,GetGo is one of the best car sharing platform but unfortunately their vehicles are not really properly taken care of. I have encountered some vehicles have strong cigarettes smell as drivers have been smoking in the car. …,2 months ago
4 stars,Quite easy to get rides as there are many ard my place. Only that certain cars are favourites by ppl to bring in dogs.can see ALOT of dog hairs inside.Cars still with engine check lights after afew time use. But overall,2 months ago
4 stars,Reasonable price for the rental but got to improve on the app connection as always need to jio the app and restart it before can be connected to the car. Otherwise it is good and easy to use.,2 months ago
5 stars,I like the convenience and variety of new cars.. maintained well.. near to hdb area,2 months ago
5 stars,The cars are very well maintained and in tip top condition for driving. Easily available and accessible at all times. Reliable and comfort drive. Thank you getgo.,a month ago
1 star,Bad driving experience from last vehicle. Interior was dirty,a year ago
4 stars,Great app experience with GetGo as well as there's always promo codes to engage more usage of the platform. Not only that,2 months ago
4 stars,Having been driving Getgo for almost a year,2 months ago
5 stars,"Have been using Getgo for 2 years already and have never once regretted using Getgo.
By far one of the biggest companies with the biggest fleet of cars in Singapore …",a month ago
5 stars,"Riding GetGo feels like riding own car
Convenient and very easy useful love riding and always so thankful",2 months ago
5 stars,Getgo is a prominent and exclusive car sharing app for Singaporeans. Price are affordable and lots of car choices to select from for personal usage. Hope more better enhanced future improvements are made prior to 2024. …,a month ago
2 stars,Cars are situated generally in HDB car parks,2 months ago
4 stars,Getgo is basically such a breeze to use because its accessible all around the carpark to your home.Function and directions to use the car are straightforward. The only fall back is the irresponsible car sharing owners did not take care of …,a month ago
3 stars,"The better of available car sharing services in sg ever since Smoove died.

App is easy enough to use",2 months ago
5 stars,"Great convenience as a quick option.

Generally cars are well maintained and clean. …",a month ago
4 stars,Great option to drive around to places inaccessible by public transport as it can work out cheaper than taxi. Downside is they don’t have point A to B service option and have to return car to original location only. However customer service and support is very good,a month ago
5 stars,The best car sharing service used to date. Had one experience of not being able to connect which the support team resolved so seamlessly. Recommend a 5 star to the team.,2 months ago
4 stars,Getgo carsharing is indeed a wonderful car sharing services with newer models of vehicle for sharing. The coverage of petrol is indeed marvelous and welcomed. The only missing star is that perhaps Getgo can consider allocation of slightly more vehicles at the current carparks due to the popularity of the vehicles rental.,a month ago
5 stars,I’ve been using getgo for my family activities over the weekend. the app is very easy and intuitive to use. The user experience overall is fantastic! Getgo empowers my family to experience and explore different parts of singapore that we wouldn’t have other wise know. Absolutely love it,a month ago
5 stars,Very convenient and wide range of cars and locations to choose from my area. Cars are clean. Love using GetGo services.,a month ago
1 star,"Never a happy experience with GetGo.
Let alone the ugly name on the car which I cannot rent for so many purposes and events. …",a month ago
5 stars,Its a great car rental platform! Its easy and convenient! The CS Team is very friendly,a month ago
5 stars,Experience was very good honesty especially at times when i notice icon popping up on the dashboard. Their customer service always assist and help me ease my burden and concern. Recommended !,a month ago
5 stars,Great customer service,a month ago
4 stars,It is convenient for us when we do not own our own cars. I enjoy using the EV and had many enjoyable rentals. However,2 months ago
5 stars,Best car sharing app. Almost all SG carparks and MSCP flooded with GetGo vehicles. The app is so user friendly,a month ago
5 stars,Honestly,2 months ago
5 stars,I have using Geto regularly for more than 2 years and have a great experience of driving and the process is seamless. Thanks for all your service GetGo and making this user friendly for customers like me!,2 months ago
4 stars,So far my experience with Getgo has been easy in terms of process and the price is reasonable. I hope they will provide more options especially luxury cars to be made available in the West side (Jurong East 😉) …,a month ago
5 stars,Easily assessable and conveniently located nearby my home MSCP not just one but a few of them. Highly recommended to use Getgo car sharing services for as long as it can,2 months ago
5 stars,So far I have no complaints for the service. Vehicles are of good condition,a month ago
5 stars,Getgo has been absolutely brilliant. Truly love using the app getgo. its fast to book and most important $0 deposit. Customer service is also prefect. Fast reply and understanding.,2 months ago
4 stars,Quick and easy to rent a car. But some pointers,a month ago
5 stars,Very good and convenient. Best part is you don’t have to worry about petrol top up,a month ago
5 stars,This carsharing platform is so user friendly,2 months ago
5 stars,Convenient and easy to use,a month ago
5 stars,Overall experience is good. Hope to allocate more cars at my muti story car as there is only one vehicle at this CARPARK. If car are PHV might invite more user on this platform. …,2 months ago
1 star,Previously booking was cancelled by get-go due to that they never check the booked vehicle got issue and vehicle is still at workshop. Prior it was Friday and refund will only available in 3-5 working days as my booking was Sunday. Still …,2 months ago
5 stars,Getgo has been reliable for me to book cars for my errands and to send people home. When I left a review that the dashboard screen was not working,2 months ago
5 stars,"My car when I need with no further responsibilities
Easy and friendly to register
Have amazing luxury car
Cannot forgot Ionic 5 experience ❤️",2 months ago
5 stars,Always there when I need it the most! Driving with GetGo's car is always enjoyable. Easily accessible,2 months ago
5 stars,Always my trusted car rental company in Singapore. Very convenient and easy to use app! Many cars available near my hood!,2 months ago
4 stars,So far so good for cars at my area,a month ago
4 stars,Convenient locations for pickups,2 months ago
5 stars,Great service. Good cars. Consistent experience. Always a pleasure to book their cars for myself and work. A far sight better than the competition who I shall not name ;),2 months ago
5 stars,It's very convenient. Some of us don't need a car on a daily basis but when we do need one it's very easy to book with getgo. The app is not laggy either,2 months ago
5 stars,Getgo helps my family to be able to go for outings to further places and also help us in running errands. Generally users take care of the cars in my area but sometimes there's some smoke smell.,2 months ago
5 stars,Using GetGo longtime ago. Love this platform as they provide car rental service when ever i need it. Their prompt response also help me to solve technical or when i'm in doubt during the ride. Thank you GetGo.,a month ago
4 stars,The app and the features implemented are fantastic. However the condition of the cars are deteriorating and it would be great if cars with dented or loose bumpers can be fixed properly.,2 months ago
5 stars,I love using getgo! It’s so convenient as there’s literally cars within 5 minutes of where I live :). Awesome customer support will always be there if there is a need to ask for help! So far the journey with getgo has been smooth sailing  thanks getgo!,2 months ago
4 stars,GetGo s a great car-sharing app that provides convenience for people without a car. It's truly a amazing experience so far with GetGo so far. Thank you!,a month ago
4 stars,Generally,a month ago
5 stars,GetGo had been one of the best car sharing services by far. Hassle-free and straightforward booking. Customer service is really fast. Kudos.,2 months ago
5 stars,It’s so easy to use a GetGo car it’s the first option that comes up whenever we decide to go out,a month ago
4 stars,I like Getgo because it is easy to make a reservation,a month ago
5 stars,My kids and my wife always looks forward to having any available getgo car either at our carpark or atleast near our area. Spending time and the priorty of their happiness and most importantly the comfortablity of ride is what I look up …,2 months ago
4 stars,Conveniently linseed vehicles,2 months ago
5 stars,It has always been very positive experience using GetGo all these times. Easy to use. Definitely a great car sharing company,2 months ago
5 stars,I uses GetGo regularly when I need a car or van. Easy to use the app for bookings and extensions of durations. Thanks GetGo for the conveniences without owning a car.,a month ago
4 stars,The app is user friendly,2 months ago
5 stars,With GetGo,2 months ago
5 stars,GetGo is a user friendly app which allows me to get a car whenever needed. Rate is much affordable than other car sharing company.,2 months ago
3 stars,"I've always been using getgo carsharing platform since getgo launched.
A 3 star rating shouldn't be an understatement because they don't deserve more unless something is being done urgently. …",a month ago
3 stars,easily to book and drive. difficult part is when seanon parking is not paid by getgo,2 months ago
5 stars,Customer service is excellent,a month ago
5 stars,Thus far,2 months ago
5 stars,Loved how simple and convenient it is to book a car for various purposes; from running errands to Hari Raya visiting. Top marks for constantly maintaining and updating the fleet to make the drive even smoother and worry-free!,a month ago
5 stars,Have been a fan of getgo. Many cars,2 months ago
3 stars,"Likewise I had left a review before,I'm gonna say it again .... Please do review or have an option on credit/debit card selection when car is about to return or should I say,close the deal.Why I'm asking is because I experienced before ... …",2 months ago
5 stars,Been using Get Go for many times and it is so convenient. We love to try the different cars that they have. We will book at least a few times a month. Sometimes even a few times a week.,2 months ago
5 stars,Good Service  & Fast Responding solve my cash card left at car I still will choose use GetGo service,a month ago
5 stars,GetGo customer service is top notch. Never seen a company or organisation that has good customer service. Truly recommend GetGo to anyone! Their cars are good to drive too. Freedom to drive!,2 months ago
5 stars,It's very convenient & safe the troubles of owning a car. We can choose to drive different models of cars. Don't need the hassle to send our car to workshop or for inspection.,2 months ago
4 stars,GetGo indeed has been a convenience for us no matter it’s sunny or rainy. Just a little bit of hiccup from sometimes when we’re trying to lock/unlock the car. Overall it’s been a pleasant experience :),2 months ago
1 star,Already sent in a few requests for more GetGo cars to be available near me but no action has been taken after so many months. Quite disappointing. Furthermore,2 months ago
4 stars,Great booking interface. Most cars are in good conditions. Hope that Getgo can lower the mileage charge for certain periods. 😊 …,2 months ago
3 stars,I would have gave a full marks if not for an incident where I had a faulty car but the helpdesk couldn't help and at the end of the day didn't give me any update when I requested more information after I returned the car. The experience when they first began was great though,2 months ago
1 star,The condition of the cars have gone from good to bad to worst at 63 Sims Place (SLL8606U),a month ago
4 stars,have been using getgo for the past 6 mths. so far experience is fine and manageable. fits the intent for occasional transportation. customer service is responsive. at times may not be able to appreciate the situation on ground and gets …,2 months ago
5 stars,Getgo is one of the best car rental service available in Singapore. They have well maintained cars and are reasonably priced. More power Getgo!,a month ago
5 stars,On demand car rental services in almost every part of the local neighbourhood! Suitable for short rentals and even full day rentals with different variety of vehicles to choose from,a month ago
5 stars,Reliable car and fast respond communication makes it an easy decision to rent it again and again.,2 months ago
4 stars,Cars are well maintained. It is convenient as getgo has given 15 mins allowance before and booking time . …,a month ago
5 stars,Great range of cars available,a month ago
4 stars,I can always trust on Getgo if i needed a last min drive. 7 Cars surrounding my estate to choose from. It’ll be much better if the number of cars increases. Lol. Whatever it is,2 months ago
4 stars,Nice and enjoyable car sharing service,2 months ago
5 stars,Thank you GETGO. You're the first app i signed up after i got my license. Thank you for giving me the chance to drive. And you're the reason too that i took up my driving licence. You're there when i need to run errands and settle urgent …,a month ago
4 stars,2nd review for this car sharing app. Good car sharing model where there r no sub fees,2 months ago
5 stars,Was always easy to find cars around when I need .also the customer service staffs will always try their best to assist when I have any issue.i basically use GetGo at least 3 to 5 times a month .only suggestion will be to have at least one or two 7 seater vehicles near my block as I am a family of 6 .,2 months ago
5 stars,Easy and hassle free car sharing. Wide fleet and locations of getgo car to use. Been a loyal customer for more than 2 years.,a month ago
4 stars,Easy to use platform. Now improved with vehicle check (photo taking) before and after rental to ascertain condition of vehicle pre and post rental. Online chat assistance are responsive to enquiries.,a month ago
4 stars,very convenient way of renting cars and very user friendly,2 months ago
2 stars,Agree its convenient and spacious cars. But the car i got was dirty,a year ago
4 stars,Takes a bit of time to lock and unlock cars. Other that this,2 months ago
5 stars,"Overall the experience with GetGo was very good.
Even also experience personal stuff left in the car and contacted their customer service. …",2 months ago
4 stars,Getgo provides me with cheap costs of driving and the apps is easy to use for booking.  Getgo also has have good support team and the staff are polite and helpful.,2 months ago
5 stars,Easy sign up process. Pricing is straightforward. Most number of car-sharing stations in SG. App is decent.,a month ago
5 stars,GetGo has successfully carved a niche for itself in Singapore's carsharing landscape. With a user-friendly app,2 months ago
4 stars,Good experience so far with decent cars and easy to use app. Would be better if there are more types of cars available to cater for different needs.,a month ago
5 stars,more electric car options near my home and hoping for an improved app with new features related to driving experiences. Enhancements in app features and an increased availability of electric cars can contribute to a more convenient and efficient driving experience.,2 months ago
5 stars,Been using GetGo almost every weekend to run my personal errands or just rent a car for spending time with my family… would recommend as there is a huge selection of cars available and a very convenient app to use,2 months ago
5 stars,solid car-sharing app,a month ago
5 stars,GetGo car sharing scheme is the primary choice for me whenever I need a car for family time. The booking process is quite straight forward and smooth.,a month ago
5 stars,GetGo Carsharing is the best carsharing platform from Point A to Point B and back to Point A because the price is quite affordable,a month ago
4 stars,Get go services and apps very convenience but yr car are always dirty. Especially those in white. Shld come with a promo that if we do a wash we are able to claim it from get go.,2 months ago
5 stars,Just love the fact that car sharing like Getgo has made things more convenient for those without a car (which many don't due to the high cost) to practice driving,5 months ago
4 stars,"Is a great car-sharing option for
1) those who like to contribute to environmental sustainability,
2) those who like convenient and flexible transportation options",a month ago
5 stars,I have been using GetGo since the start. I love the interface and the whole process. Very clear cut and convenient ✨ Great tech support as well for sure x,4 weeks ago
5 stars,GetGo Customer Service was very responsive and fast. Keep it up. Well done 👍👍 …,a month ago
5 stars,App is very smooth and idiot proof. Condition of the cars are fairly well maintained and clean. My go to car sharing any day!,a month ago
5 stars,The booking app is easy to use. I enjoyed the convenience of having different options of car to rent near my home.,a month ago
5 stars,The convenience of using GetGo and not to worry about car keys is truly hassle-free. GetGo has been my go to car sharing option when we need a car for personal or family events.,a month ago
5 stars,GetGo has a variety of vehicles which are clean and eco friendly. I have had the chance of trying the BYD van as well and it is easy to drive on the road.,2 months ago
5 stars,One of my favourite car rental company. Lots of vehicle to choose from,2 months ago
3 stars,overall a very convenient app to use especially when u need a car real quick but some cars really need a makeover in the interior n exterior especially their aging fleet of Mazda 3s where almost every car has dents scratches and christmas tree dashboards,2 months ago
5 stars,I like the fact that Getgo places their rented vehicles conveniently located at many HDB carparks. The whole process from booking of the car till using of the vehicle are all within the touches of their app,a month ago
5 stars,Thank You GetGo! Been using getgo for a long time now,2 months ago
5 stars,Getgo has been my to go to transport for making any errands or even leisure rides. it is affordable,2 months ago
4 stars,The experience has been largely good and the service has met my travel needs adequately. The improvements made on the app has been good actually and has resulted in a stable and well designed app.,a month ago
5 stars,Very pleased with the GetGo,a month ago
4 stars,"Good to have this platform to get car sharing for certain moment in needs.

To improve the driving experience I suggest GetGo have timely maintenance and cleaning for the fleet to get better experience.",2 months ago
5 stars,Getgo car sharing is a convenience platform thru app. What I like about getgo is that the petrol is charged per km! It is hassle-free and straight forward to use.,2 months ago
3 stars,So far so good! One short fall would be faulty vehicle were still available for bookings which greatly affected my plans. CSO are not being empathetic enough at times and being inflexible when it is system fault.,2 months ago
1 star,"To sum up my experiences:
- Cars are often extremely dirty",a year ago
4 stars,No membership requires. Owning a car is expensive nowsaday so shared car is an alternative to drive,a month ago
3 stars,I have used the service of GetGo several times. One time i did not find the vehicle at designated location and other time no remaining battery for EV. This has to improve otherwise it is satisfactory.,2 months ago
5 stars,One of the best car sharing platform in Singapore. Always clean cars,a month ago
2 stars,Getgo changed their extension and late return rules. As someone who used the app since a long time ago,5 months ago
3 stars,Car is good,2 months ago
5 stars,Very helpful CSO direct me step by step when I encountered issues during the returning of the car. Without them I would have incurred additional cost. Best carshare in the business,2 months ago
4 stars,Getgo expanded their car fleet and also locations,a month ago
4 stars,"convenient platform for car rental. most of the cars are in good condition and clean.
If you need help",2 months ago
5 stars,Have been using this platform for quite sometime and found it very convenient to me. The friendly app is easy to use and the cost of rental is affordable and reasonable.,a month ago
5 stars,Cars are usually in good roadworthy condition. The Getgo app is easy to use and booking is done with ease. Charges are reasonable as well.,2 months ago
5 stars,The fees for GetGo is much cheaper than other car sharing cars and they allow people who are still on P plate to drive! Hope they will change to other types of cars in my area so that I can have a chance to drive other cars:),2 months ago
5 stars,It’s been wonderful so far. Using Getgo for the past year and even intro to friends as well. Been hearing nice reviews but hope there will be perks or rewards for weekends at near future,a month ago
4 stars,app is user-friendly,a month ago
5 stars,So far good experience. Most of the cars I drove were clean and well maintained. The GetGo customer service is also very responsive.,a month ago
5 stars,"Many cars nearby to choose.
Easy to booked thru app and take photo before starting.
Chat response fast …",a month ago
4 stars,Have be driving GetGo for almost 3yrs. So far have been a great experience. Lucky that getgo got 2 cars available in my block.,a month ago
4 stars,Very convenient as there are many cars available in many locations. Cars are well maintained as well. The only downside is you need to return the car back to where you get it from.,a month ago
5 stars,GetGo had improved on their C.S and also increase in their fleet. I believe GetGo will effortlessly improve and make better for user in carsharing experience.,a month ago
5 stars,Delighted with using GetGo. App,2 months ago
5 stars,So far GetGo is the better one among other car renting app. Customer service agents are well trained and prompt as well.,2 months ago
5 stars,Great app. Perfect solution to run errands or when you just need a car to run around in. Owning a car is simply too expensive and GetGo is next to the best thing to owning a car in Singapore. 👍 …,2 months ago
4 stars,Great Fleet collections to drive.  Descent app to support.  Promotions are interesting.  Keep an eye on the maintenance and cleanliness always. Otherwise you deserve a 5*,a month ago
4 stars,Been using GetGo for the past 1 year and they offer convenience in accessibility of vehicles. Vehicles are well maintained and relatively fuss-free,a month ago
5 stars,"Good Choice Using GetGo. Very easy to connect to the GetGo app.
Reasonable price for peak and nonpeak hrs. Variety of the size available.
Fuel Card also available so no worries reimbursement.
My children enjoy it a lot.",a year ago
5 stars,Intuitive and reliable app interface. Relatively easy to book cars during off-peak hours and rates are reasonable.,a month ago
5 stars,GetGo is one of the easiest car rental that i have ever use! I would recommend 10/10 and register today!,2 months ago
5 stars,Most cars are easily available near my area and plenty of choices. Cars well maintained as compared to other car sharing apps that I've experienced.,2 months ago
5 stars,Had been using GetGo for long time . Easy selection of cars around my area. Best of all,2 months ago
5 stars,Long gone are the days of hassle filled rentals for cars with getgo. Hassle free and always available at any time of the day whether if it’s for a short trip of a day long trip. can always count on getgo for my travels,2 months ago
5 stars,GetGo apps is easy to use & not much of a hiccups in the apps. Pricing wise is reasonable for now. Will be great if users being offered frequents promo codes 😊. Thanks GetGo!🚙 …,2 months ago
4 stars,Used Getgo car many times,2 months ago
4 stars,Its been convenient to have a GetGo so close to us and available to use when we need to run errands. I really think GetGo carsharing has been our lifesaver!,2 months ago
5 stars,My default go to shared car ride app.  Best Car type selection,2 months ago
5 stars,Your prompt chat response is fast and helpful at times i need help with the car. Good job Getgo and thank U to the chat operators for the swift response. Other than that i love Getgo very much..,2 months ago
5 stars,Fuss-free car sharing platform with wide availability and variety of cars islandwide for rental. Customer service support is prompt and good too. Recommended!,2 months ago
1 star,Some cars can be clean,5 months ago
