Rating,Review Text,Review Date
4 stars,Great app experience with GetGo as well as there's always promo codes to engage more usage of the platform. Not only that,2 months ago
4 stars,Having been driving Getgo for almost a year,2 months ago
5 stars,"Have been using Getgo for 2 years already and have never once regretted using Getgo.
By far one of the biggest companies with the biggest fleet of cars in Singapore …",a month ago
5 stars,"Riding GetGo feels like riding own car
Convenient and very easy useful love riding and always so thankful",2 months ago
2 stars,Cars are situated generally in HDB car parks,2 months ago
4 stars,Getgo is basically such a breeze to use because its accessible all around the carpark to your home.Function and directions to use the car are straightforward. The only fall back is the irresponsible car sharing owners did not take care of …,a month ago
5 stars,The best car sharing service used to date. Had one experience of not being able to connect which the support team resolved so seamlessly. Recommend a 5 star to the team.,2 months ago
4 stars,Getgo carsharing is indeed a wonderful car sharing services with newer models of vehicle for sharing. The coverage of petrol is indeed marvelous and welcomed. The only missing star is that perhaps Getgo can consider allocation of slightly more vehicles at the current carparks due to the popularity of the vehicles rental.,a month ago
5 stars,I’ve been using getgo for my family activities over the weekend. the app is very easy and intuitive to use. The user experience overall is fantastic! Getgo empowers my family to experience and explore different parts of singapore that we wouldn’t have other wise know. Absolutely love it,a month ago
5 stars,Very convenient and wide range of cars and locations to choose from my area. Cars are clean. Love using GetGo services.,a month ago
1 star,"Never a happy experience with GetGo.
Let alone the ugly name on the car which I cannot rent for so many purposes and events. …",4 weeks ago
5 stars,Its a great car rental platform! Its easy and convenient! The CS Team is very friendly,a month ago
5 stars,Experience was very good honesty especially at times when i notice icon popping up on the dashboard. Their customer service always assist and help me ease my burden and concern. Recommended !,4 weeks ago
5 stars,Great customer service,a month ago
4 stars,It is convenient for us when we do not own our own cars. I enjoy using the EV and had many enjoyable rentals. However,2 months ago
5 stars,Best car sharing app. Almost all SG carparks and MSCP flooded with GetGo vehicles. The app is so user friendly,a month ago
5 stars,We always find GetGo a convenient for us. Having a few cars located near my place is an advantage. A near trip is always cheaper than getting a Grab.,2 months ago
5 stars,Honestly,2 months ago
5 stars,I have using Geto regularly for more than 2 years and have a great experience of driving and the process is seamless. Thanks for all your service GetGo and making this user friendly for customers like me!,2 months ago
4 stars,So far my experience with Getgo has been easy in terms of process and the price is reasonable. I hope they will provide more options especially luxury cars to be made available in the West side (Jurong East 😉) …,a month ago
5 stars,Easily assessable and conveniently located nearby my home MSCP not just one but a few of them. Highly recommended to use Getgo car sharing services for as long as it can,2 months ago
5 stars,So far I have no complaints for the service. Vehicles are of good condition,a month ago
5 stars,Getgo has been absolutely brilliant. Truly love using the app getgo. its fast to book and most important $0 deposit. Customer service is also prefect. Fast reply and understanding.,2 months ago
4 stars,Quick and easy to rent a car. But some pointers,a month ago
5 stars,Very good and convenient. Best part is you don’t have to worry about petrol top up,a month ago
5 stars,This carsharing platform is so user friendly,2 months ago
5 stars,Convenient and easy to use,a month ago
5 stars,Overall experience is good. Hope to allocate more cars at my muti story car as there is only one vehicle at this CARPARK. If car are PHV might invite more user on this platform. …,2 months ago
1 star,Previously booking was cancelled by get-go due to that they never check the booked vehicle got issue and vehicle is still at workshop. Prior it was Friday and refund will only available in 3-5 working days as my booking was Sunday. Still …,2 months ago
5 stars,"My car when I need with no further responsibilities
Easy and friendly to register
Have amazing luxury car
Cannot forgot Ionic 5 experience ❤️",2 months ago
5 stars,Always there when I need it the most! Driving with GetGo's car is always enjoyable. Easily accessible,2 months ago
5 stars,Always my trusted car rental company in Singapore. Very convenient and easy to use app! Many cars available near my hood!,2 months ago
4 stars,So far so good for cars at my area,a month ago
4 stars,Convenient locations for pickups,2 months ago
5 stars,Great service. Good cars. Consistent experience. Always a pleasure to book their cars for myself and work. A far sight better than the competition who I shall not name ;),2 months ago
5 stars,It's very convenient. Some of us don't need a car on a daily basis but when we do need one it's very easy to book with getgo. The app is not laggy either,a month ago
5 stars,Getgo helps my family to be able to go for outings to further places and also help us in running errands. Generally users take care of the cars in my area but sometimes there's some smoke smell.,a month ago
5 stars,Using GetGo longtime ago. Love this platform as they provide car rental service when ever i need it. Their prompt response also help me to solve technical or when i'm in doubt during the ride. Thank you GetGo.,a month ago
4 stars,The app and the features implemented are fantastic. However the condition of the cars are deteriorating and it would be great if cars with dented or loose bumpers can be fixed properly.,2 months ago
5 stars,I love using getgo! It’s so convenient as there’s literally cars within 5 minutes of where I live :). Awesome customer support will always be there if there is a need to ask for help! So far the journey with getgo has been smooth sailing  thanks getgo!,2 months ago
4 stars,GetGo s a great car-sharing app that provides convenience for people without a car. It's truly a amazing experience so far with GetGo so far. Thank you!,a month ago
4 stars,Generally,a month ago
5 stars,It’s so easy to use a GetGo car it’s the first option that comes up whenever we decide to go out,a month ago
4 stars,I like Getgo because it is easy to make a reservation,a month ago
5 stars,My kids and my wife always looks forward to having any available getgo car either at our carpark or atleast near our area. Spending time and the priorty of their happiness and most importantly the comfortablity of ride is what I look up …,2 months ago
4 stars,Conveniently linseed vehicles,2 months ago
5 stars,It has always been very positive experience using GetGo all these times. Easy to use. Definitely a great car sharing company,2 months ago
5 stars,I uses GetGo regularly when I need a car or van. Easy to use the app for bookings and extensions of durations. Thanks GetGo for the conveniences without owning a car.,a month ago
4 stars,The app is user friendly,2 months ago
5 stars,Convenient and fuss free processes. There are many vehicles available at many public parking spaces around Singapore. Customer services are also efficient and friendly.,2 months ago
5 stars,With GetGo,2 months ago
5 stars,GetGo is a user friendly app which allows me to get a car whenever needed. Rate is much affordable than other car sharing company.,2 months ago
3 stars,"I've always been using getgo carsharing platform since getgo launched.
A 3 star rating shouldn't be an understatement because they don't deserve more unless something is being done urgently. …",4 weeks ago
3 stars,easily to book and drive. difficult part is when seanon parking is not paid by getgo,2 months ago
5 stars,Customer service is excellent,a month ago
5 stars,Thus far,2 months ago
5 stars,Loved how simple and convenient it is to book a car for various purposes; from running errands to Hari Raya visiting. Top marks for constantly maintaining and updating the fleet to make the drive even smoother and worry-free!,a month ago
5 stars,Have been a fan of getgo. Many cars,2 months ago
3 stars,"Likewise I had left a review before,I'm gonna say it again .... Please do review or have an option on credit/debit card selection when car is about to return or should I say,close the deal.Why I'm asking is because I experienced before ... …",2 months ago
5 stars,Been using Get Go for many times and it is so convenient. We love to try the different cars that they have. We will book at least a few times a month. Sometimes even a few times a week.,2 months ago
5 stars,Good Service  & Fast Responding solve my cash card left at car I still will choose use GetGo service,a month ago
5 stars,GetGo customer service is top notch. Never seen a company or organisation that has good customer service. Truly recommend GetGo to anyone! Their cars are good to drive too. Freedom to drive!,2 months ago
5 stars,It's very convenient & safe the troubles of owning a car. We can choose to drive different models of cars. Don't need the hassle to send our car to workshop or for inspection.,2 months ago
1 star,Already sent in a few requests for more GetGo cars to be available near me but no action has been taken after so many months. Quite disappointing. Furthermore,2 months ago
4 stars,Great booking interface. Most cars are in good conditions. Hope that Getgo can lower the mileage charge for certain periods. 😊 …,a month ago
3 stars,I would have gave a full marks if not for an incident where I had a faulty car but the helpdesk couldn't help and at the end of the day didn't give me any update when I requested more information after I returned the car. The experience when they first began was great though,2 months ago
1 star,The condition of the cars have gone from good to bad to worst at 63 Sims Place (SLL8606U),a month ago
4 stars,have been using getgo for the past 6 mths. so far experience is fine and manageable. fits the intent for occasional transportation. customer service is responsive. at times may not be able to appreciate the situation on ground and gets …,2 months ago
4 stars,I like how flexible this platform is,2 months ago
5 stars,Getgo is one of the best car rental service available in Singapore. They have well maintained cars and are reasonably priced. More power Getgo!,a month ago
5 stars,Very good,2 months ago
5 stars,On demand car rental services in almost every part of the local neighbourhood! Suitable for short rentals and even full day rentals with different variety of vehicles to choose from,a month ago
5 stars,Reliable car and fast respond communication makes it an easy decision to rent it again and again.,a month ago
4 stars,Cars are well maintained. It is convenient as getgo has given 15 mins allowance before and booking time . …,a month ago
5 stars,Great range of cars available,a month ago
4 stars,I can always trust on Getgo if i needed a last min drive. 7 Cars surrounding my estate to choose from. It’ll be much better if the number of cars increases. Lol. Whatever it is,2 months ago
4 stars,Nice and enjoyable car sharing service,2 months ago
5 stars,Thank you GETGO. You're the first app i signed up after i got my license. Thank you for giving me the chance to drive. And you're the reason too that i took up my driving licence. You're there when i need to run errands and settle urgent …,a month ago
4 stars,2nd review for this car sharing app. Good car sharing model where there r no sub fees,2 months ago
5 stars,Was always easy to find cars around when I need .also the customer service staffs will always try their best to assist when I have any issue.i basically use GetGo at least 3 to 5 times a month .only suggestion will be to have at least one or two 7 seater vehicles near my block as I am a family of 6 .,2 months ago
5 stars,Easy and hassle free car sharing. Wide fleet and locations of getgo car to use. Been a loyal customer for more than 2 years.,a month ago
4 stars,Easy to use platform. Now improved with vehicle check (photo taking) before and after rental to ascertain condition of vehicle pre and post rental. Online chat assistance are responsive to enquiries.,a month ago
4 stars,very convenient way of renting cars and very user friendly,2 months ago
2 stars,Agree its convenient and spacious cars. But the car i got was dirty,a year ago
4 stars,Takes a bit of time to lock and unlock cars. Other that this,2 months ago
5 stars,"Overall the experience with GetGo was very good.
Even also experience personal stuff left in the car and contacted their customer service. …",2 months ago
4 stars,Getgo provides me with cheap costs of driving and the apps is easy to use for booking.  Getgo also has have good support team and the staff are polite and helpful.,2 months ago
5 stars,Easy sign up process. Pricing is straightforward. Most number of car-sharing stations in SG. App is decent.,a month ago
5 stars,GetGo has successfully carved a niche for itself in Singapore's carsharing landscape. With a user-friendly app,2 months ago
4 stars,Good experience so far with decent cars and easy to use app. Would be better if there are more types of cars available to cater for different needs.,a month ago
5 stars,more electric car options near my home and hoping for an improved app with new features related to driving experiences. Enhancements in app features and an increased availability of electric cars can contribute to a more convenient and efficient driving experience.,2 months ago
5 stars,Been using GetGo almost every weekend to run my personal errands or just rent a car for spending time with my family… would recommend as there is a huge selection of cars available and a very convenient app to use,2 months ago
5 stars,solid car-sharing app,a month ago
5 stars,GetGo car sharing scheme is the primary choice for me whenever I need a car for family time. The booking process is quite straight forward and smooth.,a month ago
5 stars,GetGo Carsharing is the best carsharing platform from Point A to Point B and back to Point A because the price is quite affordable,a month ago
4 stars,Get go services and apps very convenience but yr car are always dirty. Especially those in white. Shld come with a promo that if we do a wash we are able to claim it from get go.,2 months ago
4 stars,"Is a great car-sharing option for
1) those who like to contribute to environmental sustainability,
2) those who like convenient and flexible transportation options",a month ago
5 stars,I have been using GetGo since the start. I love the interface and the whole process. Very clear cut and convenient ✨ Great tech support as well for sure x,3 weeks ago
5 stars,GetGo Customer Service was very responsive and fast. Keep it up. Well done 👍👍 …,a month ago
5 stars,The booking app is easy to use. I enjoyed the convenience of having different options of car to rent near my home.,a month ago
5 stars,The convenience of using GetGo and not to worry about car keys is truly hassle-free. GetGo has been my go to car sharing option when we need a car for personal or family events.,a month ago
5 stars,GetGo has a variety of vehicles which are clean and eco friendly. I have had the chance of trying the BYD van as well and it is easy to drive on the road.,2 months ago
5 stars,One of my favourite car rental company. Lots of vehicle to choose from,2 months ago
3 stars,overall a very convenient app to use especially when u need a car real quick but some cars really need a makeover in the interior n exterior especially their aging fleet of Mazda 3s where almost every car has dents scratches and christmas tree dashboards,2 months ago
5 stars,I like the fact that Getgo places their rented vehicles conveniently located at many HDB carparks. The whole process from booking of the car till using of the vehicle are all within the touches of their app,a month ago
5 stars,Thank You GetGo! Been using getgo for a long time now,2 months ago
5 stars,Getgo has been my to go to transport for making any errands or even leisure rides. it is affordable,2 months ago
4 stars,The experience has been largely good and the service has met my travel needs adequately. The improvements made on the app has been good actually and has resulted in a stable and well designed app.,a month ago
5 stars,Very pleased with the GetGo,a month ago
4 stars,"Good to have this platform to get car sharing for certain moment in needs.

To improve the driving experience I suggest GetGo have timely maintenance and cleaning for the fleet to get better experience.",2 months ago
5 stars,Getgo car sharing is a convenience platform thru app. What I like about getgo is that the petrol is charged per km! It is hassle-free and straight forward to use.,2 months ago
3 stars,So far so good! One short fall would be faulty vehicle were still available for bookings which greatly affected my plans. CSO are not being empathetic enough at times and being inflexible when it is system fault.,2 months ago
1 star,"To sum up my experiences:
- Cars are often extremely dirty",a year ago
4 stars,No membership requires. Owning a car is expensive nowsaday so shared car is an alternative to drive,a month ago
3 stars,I have used the service of GetGo several times. One time i did not find the vehicle at designated location and other time no remaining battery for EV. This has to improve otherwise it is satisfactory.,2 months ago
5 stars,One of the best car sharing platform in Singapore. Always clean cars,a month ago
2 stars,Getgo changed their extension and late return rules. As someone who used the app since a long time ago,4 months ago
3 stars,Car is good,2 months ago
5 stars,Very helpful CSO direct me step by step when I encountered issues during the returning of the car. Without them I would have incurred additional cost. Best carshare in the business,2 months ago
4 stars,Getgo expanded their car fleet and also locations,a month ago
4 stars,"convenient platform for car rental. most of the cars are in good condition and clean.
If you need help",2 months ago
5 stars,Have been using this platform for quite sometime and found it very convenient to me. The friendly app is easy to use and the cost of rental is affordable and reasonable.,a month ago
5 stars,Cars are usually in good roadworthy condition. The Getgo app is easy to use and booking is done with ease. Charges are reasonable as well.,2 months ago
5 stars,The fees for GetGo is much cheaper than other car sharing cars and they allow people who are still on P plate to drive! Hope they will change to other types of cars in my area so that I can have a chance to drive other cars:),2 months ago
5 stars,It’s been wonderful so far. Using Getgo for the past year and even intro to friends as well. Been hearing nice reviews but hope there will be perks or rewards for weekends at near future,a month ago
4 stars,app is user-friendly,a month ago
5 stars,So far good experience. Most of the cars I drove were clean and well maintained. The GetGo customer service is also very responsive.,a month ago
5 stars,"Many cars nearby to choose.
Easy to booked thru app and take photo before starting.
Chat response fast …",a month ago
4 stars,Have be driving GetGo for almost 3yrs. So far have been a great experience. Lucky that getgo got 2 cars available in my block.,a month ago
5 stars,GetGo had improved on their C.S and also increase in their fleet. I believe GetGo will effortlessly improve and make better for user in carsharing experience.,a month ago
5 stars,Delighted with using GetGo. App,2 months ago
5 stars,So far GetGo is the better one among other car renting app. Customer service agents are well trained and prompt as well.,a month ago
5 stars,Great app. Perfect solution to run errands or when you just need a car to run around in. Owning a car is simply too expensive and GetGo is next to the best thing to owning a car in Singapore. 👍 …,2 months ago
4 stars,Great Fleet collections to drive.  Descent app to support.  Promotions are interesting.  Keep an eye on the maintenance and cleanliness always. Otherwise you deserve a 5*,a month ago
4 stars,Been using GetGo for the past 1 year and they offer convenience in accessibility of vehicles. Vehicles are well maintained and relatively fuss-free,a month ago
5 stars,"Good Choice Using GetGo. Very easy to connect to the GetGo app.
Reasonable price for peak and nonpeak hrs. Variety of the size available.
Fuel Card also available so no worries reimbursement.
My children enjoy it a lot.",a year ago
5 stars,Intuitive and reliable app interface. Relatively easy to book cars during off-peak hours and rates are reasonable.,a month ago
5 stars,GetGo is one of the easiest car rental that i have ever use! I would recommend 10/10 and register today!,2 months ago
5 stars,Most cars are easily available near my area and plenty of choices. Cars well maintained as compared to other car sharing apps that I've experienced.,2 months ago
5 stars,Had been using GetGo for long time . Easy selection of cars around my area. Best of all,2 months ago
5 stars,Long gone are the days of hassle filled rentals for cars with getgo. Hassle free and always available at any time of the day whether if it’s for a short trip of a day long trip. can always count on getgo for my travels,2 months ago
5 stars,Generally positive experience with getgo. Easy access in neighbourhood,2 weeks ago
5 stars,GetGo apps is easy to use & not much of a hiccups in the apps. Pricing wise is reasonable for now. Will be great if users being offered frequents promo codes 😊. Thanks GetGo!🚙 …,2 months ago
4 stars,Used Getgo car many times,2 months ago
4 stars,Its been convenient to have a GetGo so close to us and available to use when we need to run errands. I really think GetGo carsharing has been our lifesaver!,2 months ago
5 stars,My default go to shared car ride app.  Best Car type selection,2 months ago
5 stars,Your prompt chat response is fast and helpful at times i need help with the car. Good job Getgo and thank U to the chat operators for the swift response. Other than that i love Getgo very much..,2 months ago
5 stars,Super convenient way to get around especially if you are running errands or,a month ago
5 stars,GetGo is an easy to use carsharing app without the need of putting deposit. Carefree and drive as you wish.,a month ago
5 stars,Car sharing available at many places. Very conveniently located and easy to use app to access the car. Been using it quite often.,4 weeks ago
5 stars,By far the best rental company i have experience. Drive with freedom and what's great about this is that you can adjust accordingly your prefered timing to start or end.,2 months ago
1 star,Been a loyal and frequent user of getgo car. Used to be good,5 months ago
4 stars,fuss free experience where you just use bluetooth to lock and unlock the cars even tho sometimes the bluetooth loses connection and takes a while to unlock the car,2 months ago
4 stars,With so many vehicles available islandwide and a variety of model as well,a month ago
4 stars,Been driving Getgo cars since 2021. Family is spending more time together,a month ago
5 stars,getgo is very convenient to use,2 months ago
5 stars,Its a very hassle free car sharing platform. Been using it for a long time now. Keep up the great work!,a month ago
5 stars,Been using the app since the start. Definitely the company have shown improvement throughout. Customer service team have always been helpful. Keep up the good work. To more trips with Getgo,2 months ago
4 stars,"All over so far so good.
But the only thing that I need to bring up that was the interiors of the car was very dirty. …",2 months ago
5 stars,"So far everything has been great even though there were some hiccups which I had previously communicated through your Live Chat.
May I suggest more hybrid vehicles near my area Simei Blocks 159 to 166?
Thank you.",a month ago
5 stars,I have been using Getgo over a Dozen times and never had a Single problem. I want to Single out Getgo Staff's and Teams had went above and beyond to ensure everything went Smoothly and there were no issues. …,a month ago
5 stars,Very easy to use. Hassle free. Great service provider. Tip top condition on all cars. The best car sharing platform.,2 months ago
4 stars,"Great experience thus far using Getgo! Fuss free and easy to use.

Some feedback would be adding more cars at Serangoon North!",a month ago
5 stars,At times,2 months ago
5 stars,Getgo is a very good platform to rent car and run errands around the same area. Car condition and help support is very helpful and always reply fast. Will recommend,2 months ago
5 stars,Getgo has been making transportation more accessible for my family. I havee been a long-time user of Getgo and have noticed improvements over time. Continuous enhancements often contribute to a better user experience. Well done GetGo!!,a month ago
4 stars,Never knew it he experience of renting a car for a short drive could be so enjoyable and with ease.I’m also very impressed with the selection of vehicles available for all sorts of functions or activities.Hoping to get a nearer spot to my home soon.,2 months ago
5 stars,The Driving experience with getgo is great and always provided convenience to me and my day to day activity. With getgo,2 months ago
5 stars,Easiest and most accessible car-sharing app currently. Best for post 1 year probation drivers.,a month ago
5 stars,It’s been easy,2 months ago
5 stars,It’s a convenience way to rent a car even at the last minutes provided cars are available . Love the service . But every individuals need to play our part in keeping the car in a clean state to avoid any inconveniences that may caused to others …,a month ago
4 stars,It is good that there are way more cars around whole of sgp than when it first started off! Fantastic. But upkeep of vehicle sometimes not so good,a month ago
5 stars,Very convenient,2 months ago
5 stars,I use Getgo almost every weekend as I find it so very convenient and affordable. The peeps at GG are a great bunch coz they are always ready to help out via the chats whenever I have issues or questions and they are quick to act as well. Keep up the good work GG!,a month ago
5 stars,Convenient car sharing options,a month ago
5 stars,Had a great experience using getgo! One of the best platforms for car sharing. Highly recommended.,a month ago
5 stars,"- Satisfied with the service.
- No issues encountered.
- Efficient and reliable. …",a month ago
5 stars,Get-go car rental has always my first choice when I need to rent a ride urgently. App was easy to use and hassle free.,2 months ago
5 stars,It’s been a wonderful experience using GetGo so far. The customer service,a month ago
1 star,I have been a semi-regular user of Getgo but encountered a recent unpleasant event. …,a year ago
5 stars,As car prices are skyrocketing,2 months ago
4 stars,"Easy to go anywhere..only if getgo can get a 7 seater cars at my area kelantan Lane that will be good.
Getgo very convenient but prices now a bit to high..",a month ago
5 stars,Fast respond chat with the getgo team if you have any issue with the vehicle.Convinience ride with getgo vehicle.Fully recommended.Ez go lets getgo..,a month ago
1 star,Got an email investigation from GetGo recently asking me for photos of a specific booking date. I replied that photos already uploaded to the app before&after rental and their response is implying there is vehicle damage which I may be liable to. Such bad customer service is making me look at alternative car sharing options.,a month ago
5 stars,Cars are usually clean and well maintained,a month ago
1 star,Their communication is one way and you can’t get any humans to reply you when you need them post rental. No one replies the emails you sent out to them and there is no contact number even though they provided that email claiming you can write to them if you have any Enquiries.,2 months ago
1 star,"Had a very very bad experience ,Book my car at 1030am,reach car park at 10am but car not there,chat with stupid customer service ask me to look car park below and top and the worst thing ask me to look at next block which is not even a car …",8 months ago
5 stars,Cars are easy to book,a month ago
5 stars,Enjoy using GetGo and conveniently located at the car park near my block. Find it affordable to drive and the apps is very user friendly.,2 months ago
4 stars,"Pros:
1) availability in many locations
2) hassle free booking and user experience …",a month ago
4 stars,Loved the simplicity of using the app and the concept is great! Just rent the car as and when you need it.. and you're good to go!,a month ago
4 stars,Easy to book when needed,2 months ago
5 stars,Bedok area getgo car was great. Always Clean,a month ago
5 stars,Glad to be a GetGo user - had made life so convenient for my family without having the hassle to own a car. Thanks for great service.,a month ago
5 stars,One of the best car sharing platform out there. I've tried multiple,a month ago
5 stars,Getgo has even amazing so far with the bookings,a month ago
5 stars,Easy to book with a wide variety of cars to choose from nearby locations. Value for money packages are also available if you plan your trip well. Thank you!!!,2 months ago
1 star,This is a company with very harsh terms and condition. will never recommend anyone to use their carsharing when the initial car conditions are bad. The way they treat their customer is also very bad Be prepared to get carrot headchop when things go south! you have been warned!,3 months ago
5 stars,Shhh don’t tell anyone. This is the easiest way to get around Singapore.  The app is simple,a month ago
5 stars,I have very good experience with Getgo as it brings me a lot of convenience when bringing my family out. The Car seems well maintained.,a month ago
5 stars,Easy and convenient whenever I require a vehicle. Very much more cost effective over private hire or having my own vehicle.,2 months ago
5 stars,Easy to get access of the car. User friendly app. Most of the cars r in good conditions. Cleanliness of the car maintain.,2 months ago
4 stars,interface and concept of getgo makes it convenient and easy to use,a month ago
4 stars,Concept and Accessibility is good. Never had any mechanical issues. One incident of a very dirty (inside) car.,a month ago
5 stars,"Easy usage of online platforms. Easy to navigate. Wide variety of cars to choose from. Decent cleanliness of interior.
Plenty of location island wide.",2 months ago
5 stars,Getgo pick up was very conveniently near my house,2 months ago
5 stars,GetGo is convenient and easy to use. They also waived my late return (first offence) when I appealed. For that reason they have won my heart.,a month ago
4 stars,Excellent customer service and ease of book of the car. Minus one star so that Getgo can continue to improve on the customer experience.,a month ago
5 stars,One of the best rent a car app I have used. Have been using it as I have cars under the company at the carpark linear my block. Thank you for the great service!,2 months ago
5 stars,It is a platform i used when i need to run quick errands. It has been smooth and convenient. Of course the drawback is the customer service might be a little slow sometimes.,2 months ago
4 stars,Experience has been mostly positive. Recent updates had the late penalty increased to $50,a month ago
4 stars,Improvement shd focus on those when collecting car got issue. CS shd suggest next available car in that area,2 months ago
5 stars,Easy to use app,2 months ago
5 stars,User friendly and easy to use application. Support is great. Cars are just everywhere & accessible everywhere.,a month ago
5 stars,Despite not having the best condition of cars sometimes,a month ago
2 stars,"Rented 6x now. 4 cars really needed maintenance. One even had the maintenance light on. Told them the wiper fluid was run out and 2 weeks later was still out.
Other car that same day had the same issue.",a month ago
5 stars,Easy to book and use. Only downside is that it’s troublesome to give feedbacks on cars that we book and feedbacks about car faults weren’t rectified so soon.,2 months ago
5 stars,Registration and booking has been easy and smooth. Cars are generally well maintained and enjoyable to drive.,2 months ago
5 stars,Loyalty user since day one,a month ago
5 stars,Good service.. a number of cars within walking distance to place of residence. Support services via chat is prompt. Conditions of car are good.,2 months ago
5 stars,Easy to use,2 months ago
4 stars,I enjoy using getgo. It gives me more freedom to run errands,a month ago
5 stars,Great Carsharing App compared to other apps. Customer service is great and responsive. Highly recommended!,a month ago
5 stars,Have been using Get Go Car for more than a year and amazing experience so far. The customer care is very impressive with swift responses on booking cancellation requests or any other queries. Big kudos to entire Get Go team and I clearly see the big difference from Other car sharing companies.,2 months ago
5 stars,Good experience with GetGo so far. Cleaniness,a month ago
5 stars,One of the best carsharing! Straightforward and plenty of rewards. Customer service was always polite and prompt.,2 months ago
4 stars,Convinient and hassle free!!! Only downside is sometimes the interior of some cars is abit dirty with sand and cigg ash. But overall i will still continue to use GetGo!!!,2 months ago
1 star,With the conditions of the vehicle that is so bad still allow to be rented u are profit over safety,3 months ago
4 stars,Easy and convenient to book. There more then 10 getgo car for rent around my areas. Only weekend cost is abit on high side.,a month ago
4 stars,great experience with all the cars so far! love that petrol fee is paid by the company. would be btr if my hse carpark has slots for getgo :/,2 months ago
5 stars,have be using GetGo almost year! it really help me on my transportations issue.. good rate,a month ago
5 stars,easy to use and quite convenient! hope we can have options to end our car booking at another location in the future!,a month ago
5 stars,Straight forward booking,a month ago
5 stars,I start using getgo quite aggressively especially during year end. Overall experience is good. FEEDBACK is maintenance need to upkeep for maximum safety,2 months ago
5 stars,So far we have been having a smooth rental with GetGo. Not much of complains. Customer service was fast attending to our query. Tq,2 months ago
4 stars,I love how conveniently located the getgo cars are. With grab pricing being ridiculously high right now,2 months ago
5 stars,Very convenient for those who doesnt owns a car . Its everywhere . Love the services from the customer service too . Very friendly and always help to resolve any issues . 👍🏼👍🏼☺️ …,2 months ago
5 stars,Getgo Carsharing is very convenient. The app is easy to use to book a car and manage my bookings.,a month ago
4 stars,Most cars are well maintained. Easy access all throughout my neighbourhood. Hassle free service.,2 months ago
5 stars,its really easy to rent car thru getgo. its like renting a bicycle. the standard cars are decent enough. support people are also doing great job.,2 months ago
4 stars,GetGo cars are usually reliable and I always use GetGo to run errands as it is convenient and available in many carparks within the same neighbourhood.,2 months ago
5 stars,Great app,a month ago
4 stars,Everthing is perfect such as no deposit,a month ago
4 stars,Overall good experience with GetGo. Customer service response was swift also. Con,a month ago
4 stars,I thoroughly enjoy the system of booking,2 months ago
5 stars,Superb! Car was well maintain and clean. Apps easy to use and always got promo code!,a month ago
5 stars,Love using getgo. Very convenient as there's a car at my house multistory carpark. Also the rates are quite affordable.,a month ago
3 stars,The Hyundai Kona EV car that I drive,a month ago
1 star,Car failed to unlocked. Reported to help centre. Rebooted the system and still unable to unlock. Got full refund and no other solution from GetGo. Really disappointed with the service given. Wasted 30mins to reboot the system before was …,a year ago
5 stars,Simple and user friendly app and well maintain car.,a month ago
5 stars,Getgo is a fuss free car sharing platform. Easy to use and it's very convenient.,2 months ago
4 stars,Will be great to update the parking lot of the booked veheicle. Many occasions took 5-10 mins to locate the carpark. Burdensome if need to carry things,a month ago
5 stars,Car in good condition and clean . Very delightful driving experience,2 months ago
4 stars,Safety wise better!  Cleaniness and any damage not fixed for a ling time. Smelly when not clean. Overall,a month ago
1 star,Cockroaches and missing fuel card and low fuel in car. I reached out to customer service to seek full refund as we couldn’t use the car for intended purpose. But their chat team simply says sorry and will only provide a 5 dollar voucher. I am so done with GG.,a year ago
4 stars,App experience is improving. An additional car was added to my nearest parking recently. Will continue to support the service. 👍 …,2 months ago
5 stars,Started the relationship with GetGo in a bad way but over the months,a month ago
5 stars,I am a regular user of get go and very satisfied with the service. Easily accessible and affordable! Cheaper than getting a taxi,2 months ago
4 stars,Firstly thank you for services provided by getgo.. experience by far..conveniency renting the cars that avail from walking distance especially when in times needed..save the hassle on pumping the petrol as u pay for the mileage used..,2 months ago
5 stars,GetGo will always be my go to app for car rentals👍🏻 The app is so easy to use and it just makes the whole process so convenient at reasonable prices …,a month ago
5 stars,"I had a wonderful experience with GetGo. Just would like GetGo to add more cars around Serangoon.Other than that,I am satisfied.Thank you.",2 months ago
1 star,Horrible experience. Reached the car park only to find the lot empty. We couldn’t find the car. Contacted customer service and was told the car was in work shop for servicing. Extremely ridiculous. It was a waste of our time and our weekend …,6 months ago
4 stars,Conveniently available at various carpark. Hassle free booking system. Can improve by maintaining and servicing the vehicles regularly.,2 months ago
5 stars,The app is good to use. But just some car other user nv clean up or leave the smoking smell in the car,a month ago
5 stars,Getgo is especially helpful to me when I need a car in the middle of the night. Of course,2 months ago
5 stars,Convenient and easy to get car. Been using it for a long while now. Affordable while usung in non peak.. good,2 months ago
5 stars,Getgo is a good car sharing. Customer service really very promptly and fast. Good car sharing,2 months ago
5 stars,Super convenient,2 months ago
1 star,Such a horrible experience with them. Booking the car on 30th Nov,a year ago
5 stars,Way better thab the other players of the same industry. Very systematic and customer service is awesome. Car is well maintained too. Good job,2 months ago
3 stars,Get go gives me a pleasant feeling while driving. They should have promo like blue sg which does not charge mileage since they have packages.,a month ago
4 stars,First of all,2 months ago
3 stars,Hassle free rental solution. Clean and safe drives. The only downside is the milage charges is very high,2 months ago
5 stars,Never disappointed and there's always car available anywhere,a month ago
4 stars,Actively using Getgo,a month ago
